id,Text,image,,,
0,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : kitchen,dining , drawing  , balcony",resized_images\image_0.png,,,
5518,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, passage, flower bed, terrace",resized_images\image_5518.png,,,
5529,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, kitchen, lobby, balcony",resized_images\image_5529.png,,,
5545,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_5545.png,,,
5557,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, lobby, front lawn, rear lawn, verandah",resized_images\image_5557.png,,,
5585,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen,  balcony, utility",resized_images\image_5585.png,,,
5586,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, kitchen, balcony",resized_images\image_5586.png,,,
5615,"bedrooms : 2 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_5615.png,,,
5626,"bedrooms : 3 | toilet : 4 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, balcony, servant room",resized_images\image_5626.png,,,
5631,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features :  hall, dining, kitchen, wash,  balcony",resized_images\image_5631.png,,,
5643,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 0 | features : drawing room, lobby, kitchen, balcony, front lawn, rear lawn",resized_images\image_5643.png,,,
5653,"bedrooms : 2 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : family lounge, balcony, kitchen",resized_images\image_5653.png,,,
5678,"first floor(bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 2 | features : family room, utility) ground floor(bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, utility)",resized_images\image_5678.png,,,
5686,"bedrooms : 1 | toilet : 3 | attached _ toilet : 1 | dress _ room : 0 | features : living room, terrace, kitchen,  balcony",resized_images\image_5686.png,,,
5715,"bedrooms : 3 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, open kitchen, balcony",resized_images\image_5715.png,,,
5724,"bedrooms : 2 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, balcony, kitchen",resized_images\image_5724.png,,,
5740,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_5740.png,,,
5757,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_5757.png,,,
5759,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, flower bed, kitchen, dining, passage, balcony",resized_images\image_5759.png,,,
5760,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, lawn, work area, porch, utility, verandah",resized_images\image_5760.png,,,
5763,"bedrooms : 2 | toilet : 3 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, passage, utility, study, terrace",resized_images\image_5763.png,,,
5779,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, dining, kitchen, puja, store, balcony",resized_images\image_5779.png,,,
5784,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : flower bed, kitchen, terrace, living room",resized_images\image_5784.png,,,
5786,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen",resized_images\image_5786.png,,,
5826,"bedrooms : 4 | toilet : 5 | attached _ toilet : 3 | dress _ room : 1 | features : living room, dining, kitchen, lobby, passage, service slab, servant room, balcony",resized_images\image_5826.png,,,
5840,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 1 | features : drawing room, dining, kitchen, wash, lawn, parking, lobby",resized_images\image_5840.png,,,
5841,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, lobby, kitchen, balcony",resized_images\image_5841.png,,,
5847,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony, utility",resized_images\image_5847.png,,,
5881,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony, utility",resized_images\image_5881.png,,,
5882,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, verandah, balcony",resized_images\image_5882.png,,,
5904,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living area, lobby, kitchen,balcony",resized_images\image_5904.png,,,
5906,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living area, kitchen, frontyard, back yard",resized_images\image_5906.png,,,
5911,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, kitchen, balcony",resized_images\image_5911.png,,,
5945,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, balcony, dining",resized_images\image_5945.png,,,
6001,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen, balcony",resized_images\image_6001.png,,,
6002,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features :  hall, dining, kitchen, balcony",resized_images\image_6002.png,,,
6004,"bedrooms : 3 | toilet : 4 | attached _ toilet : 2 | dress _ room : 0 | features : flower bed, living room, kitchen, niche",resized_images\image_6004.png,,,
6005,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, flower bed, kitchen, balcony",resized_images\image_6005.png,,,
6006,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, dining, kitchen, entrance, balcony",resized_images\image_6006.png,,,
6007,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, utility, balcony",resized_images\image_6007.png,,,
6008,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, wash,  balcony",resized_images\image_6008.png,,,
6009,"bedrooms : 3 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, front lawn, rear lawn",resized_images\image_6009.png,,,
6010,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, dining, kitchen, kitchen yard",resized_images\image_6010.png,,,
6011,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, hall, kitchen, wash, pooja, balcony",resized_images\image_6011.png,,,
6014,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, balcony, utility",resized_images\image_6014.png,,,
6015,"bedrooms : 2 1 toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, balcony, kitchen, dining",resized_images\image_6015.png,,,
6016,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 3 | features : family lounge, balcony",resized_images\image_6016.png,,,
6019,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, kitchen, lobby, balcony",resized_images\image_6019.png,,,
6020,"bedrooms : 2 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, kitchen, balcony",resized_images\image_6020.png,,,
6021,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony, lobby",resized_images\image_6021.png,,,
6022,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, anti-space, utility, balcony",resized_images\image_6022.png,,,
6023,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, balcony",resized_images\image_6023.png,,,
6024,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_6024.png,,,
6027,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 2 | features : family lounge, balcony, sit out",resized_images\image_6027.png,,,
6028,"first floor(bedrooms : 3 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : balcony) ground floor(bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen, parking)",resized_images\image_6028.png,,,
6033,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, balcony, kitchen",resized_images\image_6033.png,,,
6035,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, balcony, passage, utility, servant room",resized_images\image_6035.png,,,
6039,"bedrooms : 4 | toilet : 3 | attached _ toilet : 2 | dress _ room : 2 | features : drawing room, dining, kitchen, balcony, front lawn, rear lawn, driveway",resized_images\image_6039.png,,,
6041,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, passage",resized_images\image_6041.png,,,
6044,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony",resized_images\image_6044.png,,,
6045,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 1 | features :  lounge, balcony",resized_images\image_6045.png,,,
6046,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : lawn, living room, wash,porch,kitchen",resized_images\image_6046.png,,,
6047,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, flower bed, kitchen, balcony",resized_images\image_6047.png,,,
6048,"bedrooms : 2 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features :  lobby, kitchen, balcony",resized_images\image_6048.png,,,
6051,"bedrooms : 4 | toilet : 4 | attached _ toilet : 4 | dress _ room : 0 | features : living room, dining, kitchen, lounge, corridor, pooja,balcony",resized_images\image_6051.png,,,
6053,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, balcony, kitchen",resized_images\image_6053.png,,,
6056,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony, utility",resized_images\image_6056.png,,,
6060,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, pooja,verandah, utility",resized_images\image_6060.png,,,
6061,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen",resized_images\image_6061.png,,,
6062,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, store, puja, utility, passage",resized_images\image_6062.png,,,
6063,"bedrooms : 3 | toilet : 4 | attached _ toilet : 2 | dress _ room : 0 | features : living room, store room, kitchen, sky deck",resized_images\image_6063.png,,,
6065,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, lawn, rear open, parking area",resized_images\image_6065.png,,,
6067,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 1 | features : formal living, dining, kitchen, wet kitchen, open court, utility cutout, family lounge, powder room, verandah, foyer, lawn",resized_images\image_6067.png,,,
6071,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, wash, kitchen",resized_images\image_6071.png,,,
6073,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen, terrace",resized_images\image_6073.png,,,
6074,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony, beal, utility",resized_images\image_6074.png,,,
6077,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, hall, kitchen, landscape garden",resized_images\image_6077.png,,,
6083,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 0 | features : drawing room, dining, kitchen, servant room",resized_images\image_6083.png,,,
6087,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, work area",resized_images\image_6087.png,,,
6088,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features :  lobby, kitchen, balcony",resized_images\image_6088.png,,,
6089,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 1 | features : living room, drawing room, dining, kitchen, utility, lawn, powder room, portico, foyer",resized_images\image_6089.png,,,
6096,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_6096.png,,,
6097,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, utility, kitchen, terrace, study",resized_images\image_6097.png,,,
6098,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony",resized_images\image_6098.png,,,
6103,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, terrace, kitchen, balcony, service",resized_images\image_6103.png,,,
6105,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, pooja room, sitout, wash, balcony",resized_images\image_6105.png,,,
6107,"bedrooms : 4 | toilet : 3 | attached _ toilet : 2 | dress _ room : 1 | features : drawing room, dining, kitchen, balcony, rear lawn, front lawn",resized_images\image_6107.png,,,
6109,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, lobby, kitchen, store, balcony",resized_images\image_6109.png,,,
6111,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, kitchen, balcony",resized_images\image_6111.png,,,
6113,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, store, wash, balcony",resized_images\image_6113.png,,,
6116,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, flower bed, terrace",resized_images\image_6116.png,,,
6118,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony",resized_images\image_6118.png,,,
6120,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony",resized_images\image_6120.png,,,
6123,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features :  passage, kitchen, balcony",resized_images\image_6123.png,,,
6128,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, parking, utility, garden",resized_images\image_6128.png,,,
6130,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, foyer, utility, balcony",resized_images\image_6130.png,,,
6136,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, utility, balcony",resized_images\image_6136.png,,,
6137,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, balcony, kitchen",resized_images\image_6137.png,,,
6139,"bedrooms : 3 | toilet : 5 | attached _ toilet : 3 | dress _ room : 1 | features : living room, deck, kitchen, foyer, dining, study, pooja, utility",resized_images\image_6139.png,,,
6140,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, deck, verandah",resized_images\image_6140.png,,,
6145,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, utility",resized_images\image_6145.png,,,
6149,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, balcony, kitchen",resized_images\image_6149.png,,,
6151,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, passage, kitchen, balcony",resized_images\image_6151.png,,,
6153,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, kitchen, balcony",resized_images\image_6153.png,,,
6159,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, utility, balcony",resized_images\image_6159.png,,,
6160,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features :  lobby, kitchen, balcony",resized_images\image_6160.png,,,
6168,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, lobby, kitchen, balcony",resized_images\image_6168.png,,,
6170,"bedrooms : 4 | toilet : 5 | attached _ toilet : 4 | dress _ room : 0 | features : formal living, family dining, kitchen, pooja, service, covered deck, foyer",resized_images\image_6170.png,,,
6172,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, utility, balcony",resized_images\image_6172.png,,,
6190,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : lawn, drawing, dining, kitchen, verandah",resized_images\image_6190.png,,,
6194,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, lobby, passage, balcony, terrace",resized_images\image_6194.png,,,
6198,"first floor(bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 1 | features : living room, terrace) ground floor(bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, wash area, parking)",resized_images\image_6198.png,,,
6205,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_6205.png,,,
6206,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, balcony",resized_images\image_6206.png,,,
6216,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, balcony, kitchen",resized_images\image_6216.png,,,
6219,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, pooja room, lobby, entrance foyer, balcony",resized_images\image_6219.png,,,
6224,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, puja, utility, balcony",resized_images\image_6224.png,,,
6236,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony",resized_images\image_6236.png,,,
6237,"bedrooms : 4 | toilet : 4 | attached _ toilet : 3 | dress _ room : 2 | features : living room, dining, kitchen, drawing room, balcony, stair case, front countryard, rear countryard",resized_images\image_6237.png,,,
6240,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, kitchen, balcony",resized_images\image_6240.png,,,
6241,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 1 | features : drawing room, dining, kitchen, lobby, balcony, store",resized_images\image_6241.png,,,
6243,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 1 | features : living room, dining, kitchen, utility, balcony",resized_images\image_6243.png,,,
6247,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, balcony, utility",resized_images\image_6247.png,,,
6252,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, puja, balcony, utility",resized_images\image_6252.png,,,
6259,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, lawn, balcony",resized_images\image_6259.png,,,
6268,"bedrooms : 4 | toilet : 5 | attached _ toilet : 4 | dress _ room : 0 | features : living room, kitchen, passage, flower bed, servant room",resized_images\image_6268.png,,,
6273,"bedrooms : 1 | toilet : 0 | attached _ toilet : 0 | dress _ room : 0 | features : lawn, powder room, utility, portico",resized_images\image_6273.png,,,
6281,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, balcony, kitchen",resized_images\image_6281.png,,,
6282,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, utility, balcony",resized_images\image_6282.png,,,
6285,"bedrooms : 4 | toilet : 4 | attached _ toilet : 4 | dress _ room : 1 | features : drawing area, foyer, lounge, dining, balcony, kitchen, entrance lobby, rear lawn, front lawn, space for cylinder",resized_images\image_6285.png,,,
6289,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen,  balcony, wash balcony",resized_images\image_6289.png,,,
6291,"bedrooms : 2 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen, balcony",resized_images\image_6291.png,,,
6292,"bedrooms : 2 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, balcony, kitchen, dining, walk-in closet",resized_images\image_6292.png,,,
6293,"bedrooms : 3 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony, utility, powder room",resized_images\image_6293.png,,,
6300,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen",resized_images\image_6300.png,,,
6303,"bedrooms : 3 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, lobby, kitchen",resized_images\image_6303.png,,,
6310,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, pooja room, store, study, balcony",resized_images\image_6310.png,,,
6311,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, wash, study",resized_images\image_6311.png,,,
6321,"bedrooms : 3 | toilet : 3 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, flower bed, terrace, balcony",resized_images\image_6321.png,,,
6322,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features :  hall, balcony, kitchen, wash",resized_images\image_6322.png,,,
6328,"bedrooms : 2 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony",resized_images\image_6328.png,,,
6337,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 1 | features : living room, dining, kitchen, sit out, utility, pooja",resized_images\image_6337.png,,,
6340,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, verandah",resized_images\image_6340.png,,,
6341,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, foyer, puja, sitout",resized_images\image_6341.png,,,
6348,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony",resized_images\image_6348.png,,,
6369,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_6369.png,,,
6375,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, pooja room, study, wash, balcony",resized_images\image_6375.png,,,
6378,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, terrace, utility",resized_images\image_6378.png,,,
6385,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, hall, kitchen, balcony, lawn",resized_images\image_6385.png,,,
6397,"bedrooms : 2 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen",resized_images\image_6397.png,,,
6406,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, dining, kitchen, portico",resized_images\image_6406.png,,,
6425,"upper floor(bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 1 | features :  lobby, store, balcony) lower floor(bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 1 | features : living room, dining, kitchen, rear lawn)",resized_images\image_6425.png,,,
6434,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features :  hall, dining, kitchen, portico",resized_images\image_6434.png,,,
6440,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_6440.png,,,
6442,"bedrooms : 4 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, lobby, kitchen, front lawn, rear lawn",resized_images\image_6442.png,,,
6443,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, wash, balcony",resized_images\image_6443.png,,,
6456,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony",resized_images\image_6456.png,,,
6469,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, utility, balcony, store room",resized_images\image_6469.png,,,
6490,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room,  lobby, kitchen, balcony",resized_images\image_6490.png,,,
6495,"bedrooms : 5 | toilet : 7 | attached _ toilet : 5 | dress _ room : 4 | features : drawing room, terrace, lobby, dining, lounge, store, utility, servant room:2 , kitchen, balcony",resized_images\image_6495.png,,,
6516,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features :  hall, dining, kitchen, lobby, utility, pooja room, balcony",resized_images\image_6516.png,,,
6517,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_6517.png,,,
6533,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, flower bed, kitchen, balcony",resized_images\image_6533.png,,,
6536,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 2 | features : drawing room, dining, kitchen, entrance lobby, lounge, utility, balcony",resized_images\image_6536.png,,,
6549,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, verandah, garden",resized_images\image_6549.png,,,
6572,"first floor(bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 2 | features : family living , utility) ground floor(bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, utility)",resized_images\image_6572.png,,,
6600,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_6600.png,,,
6606,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen, dining",resized_images\image_6606.png,,,
6607,bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : car parking,resized_images\image_6607.png,,,
6619,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, pantry, wash area, garden, patio, lawn, sitout, garage, powder room",resized_images\image_6619.png,,,
6623,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, utility, balcony, pooja",resized_images\image_6623.png,,,
